Industry,State,Country,Stage,Account Name,Amount,CloseDate (Epoch days),CloseDate (Epoch seconds),AccountType,CloseDate,Name
Healthcare,Pennsylvania,United States,Closed Lost,Stevenson954 Inc,8944,18791,1623542400,Customer,6/13/2021,Opportunity for Vega154
Manufacturing,Tennessee,United States,Negotiation/Review,Rios384 Inc,66003,19348,1671667200,Partner,12/22/2022,Opportunity for Moss156
Manufacturing,South Carolina,United States,Closed Won,Barnett543 Inc,73698,18719,1617321600,Customer,4/2/2021,Opportunity for Mendoza161
Education,Virginia,United States,Prospecting,Maldonado464 Inc,65042,18421,1591574400,Customer,6/8/2020,Opportunity for Todd162
Telecommunications,Florida,United States,Closed Won,Silva224 Inc,22660,18347,1585180800,Partner,3/26/2020,Opportunity for Snyder164
Biotechnology,Louisiana,United States,Closed Won,Flores188 Inc,84776,18936,1636070400,Partner,11/5/2021,Opportunity for Cunningham175
Technology,Florida,United States,Proposal/Price Quote,Allen182 Inc,47638,18570,1604448000,Partner,11/4/2020,Opportunity for Bush283
Banking,Oklahoma,United States,Closed Won,Graves33 Inc,5923,18433,1592611200,Partner,6/20/2020,Opportunity for Pearson288
Transportation,California,United States,Negotiation/Review,Stone555 Inc,16959,19028,1644019200,Partner,2/5/2022,Opportunity for Higgins293
Energy,,United States,Perception Analysis,Jefferson859 Inc,47164,18457,1594684800,Partner,7/14/2020,Opportunity for Francis298
Banking,Georgia,United States,Value Proposition,Graves925 Inc,3432,18482,1596844800,Customer,8/8/2020,Opportunity for McBride299
Electronics,California,United States,Closed Won,Stone533 Inc,20226,18257,1577404800,Partner,12/27/2019,Opportunity for Miller300
Telecommunications,Arizona,United States,Perception Analysis,Thompson622 Inc,31316,18673,1613347200,Partner,2/15/2021,Opportunity for Cross303
Engineering,Florida,United States,Closed Lost,Stevenson884 Inc,68868,18829,1626825600,Partner,7/21/2021,Opportunity for Pierce304
Electronics,Kansas,United States,Perception Analysis,Harris13 Inc,80076,18426,1592006400,Partner,6/13/2020,Opportunity for Figueroa377
Biotechnology,Minnesota,United States,Closed Won,Rodriguez768 Inc,21686,18283,1579651200,Partner,1/22/2020,Opportunity for Collins378
Media,California,United States,Closed Won,George280 Inc,75205,19249,1663113600,Partner,9/14/2022,Opportunity for Burke383
Apparel,Florida,United States,Closed Won,Medina787 Inc,74307,19188,1657843200,Partner,7/15/2022,Opportunity for May386
Engineering,Massachusetts,United States,Needs Analysis,Phillips722 Inc,37864,18685,1614384000,Customer,2/27/2021,Opportunity for Hart387
Media,,United States,Closed Won,Green672 Inc,45853,18518,1599955200,Customer,9/13/2020,Opportunity for Perry395
Communications,North Carolina,United States,Prospecting,Thornton799 Inc,98131,18178,1570579200,Customer,10/9/2019,Opportunity for Nunez399
Telecommunications,New York,,Closed Won,Todd690 Inc,1953,18091,1563062400,Partner,7/14/2019,Opportunity for Goodwin400
Communications,Louisiana,United States,Closed Lost,Newman145 Inc,60520,18657,1611964800,Partner,1/30/2021,Opportunity for Shaw178
Manufacturing,California,United States,Value Proposition,Brock75 Inc,46390,18155,1568592000,Partner,9/16/2019,Opportunity for Lambert182
Banking,Texas,United States,Needs Analysis,Christensen892 Inc,97536,18915,1634256000,Partner,10/15/2021,Opportunity for Blair183
Insurance,Ohio,United States,Qualification,Thomas631 Inc,88000,19272,1665100800,Partner,10/7/2022,Opportunity for Barber186
Communications,Texas,United States,Closed Lost,Crawford184 Inc,96825,19116,1651622400,Partner,5/4/2022,Opportunity for Owens189
Electronics,New York,United States,Closed Lost,McCarthy162 Inc,17737,19009,1642377600,Partner,1/17/2022,Opportunity for Reid191
Telecommunications,,United States,Closed Lost,Hardy12 Inc,45322,18108,1564531200,Customer,7/31/2019,Opportunity for Ellis192
Media,New York,United States,Perception Analysis,Marsh614 Inc,22177,18874,1630713600,Customer,9/4/2021,Opportunity for Frazier196
Healthcare,Florida,United States,Closed Won,Torres548 Inc,3658,18152,1568332800,Customer,9/13/2019,Opportunity for Douglas198
Communications,Ohio,United States,Closed Won,Thompson622 Inc,12617,18439,1593129600,Partner,6/26/2020,Opportunity for Phelps203
Engineering,,United States,Needs Analysis,Bryan926 Inc,85337,18949,1637193600,Partner,11/18/2021,Opportunity for Phelps205
Finance,Alabama,United States,Qualification,Crawford536 Inc,48517,19282,1665964800,Partner,10/17/2022,Opportunity for Morton406
Engineering,California,United States,Closed Won,Arnold813 Inc,96020,19213,1660003200,Partner,8/9/2022,Opportunity for Abbott414
Consulting,Alabama,,Closed Lost,Moran300 Inc,80632,18189,1571529600,Partner,10/20/2019,Opportunity for West206
Insurance,North Carolina,United States,Closed Won,Long31 Inc,59356,18595,1606608000,Partner,11/29/2020,Opportunity for Horton207
Education,Florida,United States,Closed Won,Nichols662 Inc,96302,18235,1575504000,Partner,12/5/2019,Opportunity for Johnston49
Media,Texas,United States,Closed Won,Porter466 Inc,22681,19063,1647043200,Customer,3/12/2022,Opportunity for Potter50
Communications,Alabama,United States,Closed Won,Keller1 Inc,63906,18706,1616198400,Customer,3/20/2021,Opportunity for Logan51
Retail,District of Columbia,United States,Closed Won,Pittman113 Inc,21078,18373,1587427200,Customer,4/21/2020,Opportunity for Parker53
Media,Virginia,United States,Closed Won,Mann440 Inc,28003,18960,1638144000,Partner,11/29/2021,Opportunity for Jordan57
Energy,California,United States,Closed Lost,McGuire151 Inc,47576,18062,1560556800,Partner,6/15/2019,Opportunity for Moss58
Utilities,New York,United States,Perception Analysis,Cannon212 Inc,55819,18504,1598745600,Partner,8/30/2020,Opportunity for Bowen59
Media,Pennsylvania,United States,Closed Lost,Cross242 Inc,85445,18783,1622851200,Partner,6/5/2021,Opportunity for Cooper60
Electronics,Colorado,United States,Value Proposition,Kim800 Inc,53186,19242,1662508800,Partner,9/7/2022,Opportunity for Bennett62
Telecommunications,Nevada,United States,Closed Won,Black598 Inc,23034,19293,1666915200,Partner,10/28/2022,Opportunity for Black67
Media,California,United States,Closed Won,Ellis805 Inc,29924,18481,1596758400,Customer,8/7/2020,Opportunity for Lowe69
Insurance,New York,United States,Qualification,Myers320 Inc,21172,18832,1627084800,Partner,7/24/2021,Opportunity for Schwartz75
Apparel,,United States,Closed Lost,Bradley791 Inc,7494,19106,1650758400,Customer,4/24/2022,Opportunity for Morales81
Biotechnology,Virginia,United States,Closed Lost,Maldonado464 Inc,39060,18364,1586649600,Partner,4/12/2020,Opportunity for Willis82
Telecommunications,Nevada,United States,Closed Lost,Goodman21 Inc,45140,18877,1630972800,Partner,9/7/2021,Opportunity for Thompson83
Banking,California,United States,Closed Won,Castillo620 Inc,62955,18570,1604448000,Partner,11/4/2020,Opportunity for Saunders86
Media,Texas,United States,Value Proposition,Floyd832 Inc,88810,18002,1555372800,Customer,4/16/2019,Opportunity for Adams87
Biotechnology,Texas,United States,Closed Won,Bush454 Inc,8462,18466,1595462400,Partner,7/23/2020,Opportunity for Peters89
Healthcare,New York,United States,Closed Lost,Diaz190 Inc,35990,18565,1604016000,Customer,10/30/2020,Opportunity for Becker94
Healthcare,Arizona,United States,Closed Won,Payne750 Inc,54175,18913,1634083200,Partner,10/13/2021,Opportunity for Graham101
Biotechnology,Illinois,United States,Closed Lost,Edwards434 Inc,89457,19155,1654992000,Customer,6/12/2022,Opportunity for Hughes209
Utilities,Massachusetts,United States,Closed Won,McCarthy602 Inc,24832,18788,1623283200,Customer,6/10/2021,Opportunity for Aguilar210
Insurance,Oklahoma,United States,Closed Won,Walton636 Inc,20853,18162,1569196800,Customer,9/23/2019,Opportunity for Lopez212
Education,Illinois,United States,Closed Won,Bass661 Inc,45504,18251,1576886400,Customer,12/21/2019,Opportunity for Guzman213
Apparel,Texas,United States,Closed Won,Becker755 Inc,20779,18962,1638316800,Customer,12/1/2021,Opportunity for Cain216
Communications,California,United States,Closed Won,Banks379 Inc,64632,17913,1547683200,Customer,1/17/2019,Opportunity for Johnson217
Banking,California,,Closed Won,Stone207 Inc,47102,18157,1568764800,Customer,9/18/2019,Opportunity for Santos218
Biotechnology,California,United States,Closed Won,Lee192 Inc,7541,19200,1658880000,Partner,7/27/2022,Opportunity for Becker221
Finance,,United States,Closed Won,Cox450 Inc,28292,19291,1666742400,Partner,10/26/2022,Opportunity for McCoy227
Energy,Iowa,United States,Closed Lost,Collins451 Inc,65477,18046,1559174400,Partner,5/30/2019,Opportunity for Lee231
Insurance,Colorado,,Needs Analysis,Gordon406 Inc,61877,18340,1584576000,Partner,3/19/2020,Opportunity for Burns308
Finance,Nebraska,United States,Closed Won,Fleming816 Inc,5947,18680,1613952000,Partner,2/22/2021,Opportunity for Smith309
Manufacturing,,United States,Needs Analysis,Ramirez137 Inc,79396,18382,1588204800,Partner,4/30/2020,Opportunity for Pope310
Energy,Hawaii,United States,Closed Lost,Rodriguez768 Inc,60496,18049,1559433600,Partner,6/2/2019,Opportunity for Tyler313
Media,Oklahoma,United States,Qualification,Hart717 Inc,23111,18073,1561507200,Partner,6/26/2019,Opportunity for Olson321
Insurance,District of Columbia,United States,Closed Lost,Rose673 Inc,72781,19071,1647734400,Partner,3/20/2022,Opportunity for Holland322
Education,Missouri,United States,Closed Won,Daniel415 Inc,73841,18737,1618876800,Customer,4/20/2021,Opportunity for Martin324
Telecommunications,Texas,United States,Closed Won,Nelson829 Inc,56192,19145,1654128000,Partner,6/2/2022,Opportunity for Klein103
Retail,Arizona,United States,Closed Lost,Arnold813 Inc,245,18845,1628208000,Partner,8/6/2021,Opportunity for Swanson105
Consulting,Texas,United States,Closed Won,James431 Inc,34155,18012,1556236800,Partner,4/26/2019,Opportunity for Ramirez108
Finance,Colorado,United States,Closed Won,Glover937 Inc,6656,18480,1596672000,Partner,8/6/2020,Opportunity for Jones110
Apparel,Texas,United States,Closed Won,Moreno366 Inc,32023,18992,1640908800,Partner,12/31/2021,Opportunity for Adkins111
Telecommunications,,United States,Closed Won,Ramirez137 Inc,32135,18505,1598832000,Partner,8/31/2020,Opportunity for Lynch113
Energy,Georgia,United States,Closed Won,Freeman751 Inc,95756,18291,1580342400,Partner,1/30/2020,Opportunity for Carroll233
Technology,,United States,Closed Won,Gray676 Inc,9253,18442,1593388800,Partner,6/29/2020,Opportunity for Murphy234
Communications,Florida,United States,Closed Won,Obrien994 Inc,53398,19043,1645315200,Partner,2/20/2022,Opportunity for Butler235
Apparel,Iowa,United States,Closed Won,Bush454 Inc,95870,18139,1567209600,Partner,8/31/2019,Opportunity for Willis238
Healthcare,Illinois,United States,Closed Lost,Lambert452 Inc,82622,19243,1662595200,Customer,9/8/2022,Opportunity for Padilla247
Agriculture,Louisiana,United States,Closed Won,Myers581 Inc,32824,18533,1601251200,Partner,9/28/2020,Opportunity for Barnett252
Education,,United States,Closed Lost,Davidson606 Inc,30976,18572,1604620800,Partner,11/6/2020,Opportunity for Cooper256
Insurance,Nevada,United States,Closed Won,Bush454 Inc,21852,18373,1587427200,Partner,4/21/2020,Opportunity for Campbell329
Healthcare,,United States,Closed Lost,Reed186 Inc,73526,18026,1557446400,Customer,5/10/2019,Opportunity for Reynolds330
Technology,Massachusetts,United States,Value Proposition,Pratt392 Inc,56006,18282,1579564800,Partner,1/21/2020,Opportunity for Fletcher332
Technology,,United States,Qualification,Keller1 Inc,41360,18581,1605398400,Customer,11/15/2020,Opportunity for Shaw336
Retail,Ohio,United States,Closed Won,Holloway471 Inc,9721,18332,1583884800,Customer,3/11/2020,Opportunity for Roy337
Communications,Virginia,United States,Closed Won,Walsh54 Inc,47588,18064,1560729600,Customer,6/17/2019,Opportunity for Brooks342
Transportation,Texas,United States,Closed Lost,Russell560 Inc,33143,19263,1664323200,Partner,9/28/2022,Opportunity for Gomez345
Electronics,Ohio,United States,Closed Lost,West49 Inc,43643,19071,1647734400,Partner,3/20/2022,Opportunity for Lamb346
Banking,,United States,Qualification,Simmons663 Inc,95063,18359,1586217600,Customer,4/7/2020,Opportunity for Christensen684
Engineering,Arizona,United States,Closed Lost,Marsh836 Inc,74510,18509,1599177600,Customer,9/4/2020,Opportunity for Murray689
Manufacturing,Florida,United States,Closed Lost,Schmidt289 Inc,25495,18684,1614297600,Partner,2/26/2021,Opportunity for Gomez694
Media,Indiana,United States,Closed Lost,Stokes935 Inc,28664,18923,1634947200,Partner,10/23/2021,Opportunity for McKenzie695
Energy,Virginia,United States,Negotiation/Review,Fletcher429 Inc,21941,18141,1567382400,Partner,9/2/2019,Opportunity for Malone696
Technology,District of Columbia,United States,Closed Lost,Weaver350 Inc,87439,18905,1633392000,Partner,10/5/2021,Opportunity for Ingram699
Telecommunications,Texas,United States,Negotiation/Review,Ellis327 Inc,44036,18391,1588982400,Customer,5/9/2020,Opportunity for Swanson1068
Biotechnology,California,United States,Closed Won,Glover254 Inc,25427,18739,1619049600,Partner,4/22/2021,Opportunity for Ramsey1069
Biotechnology,Nebraska,United States,Closed Won,Jackson589 Inc,77473,18617,1608508800,Customer,12/21/2020,Opportunity for Graham1073
Education,California,United States,Closed Lost,Thomas208 Inc,44952,18351,1585526400,Partner,3/30/2020,Opportunity for Vaughn1076
Engineering,,United States,Value Proposition,Webb165 Inc,91582,17915,1547856000,Partner,1/19/2019,Opportunity for Weber1078
Banking,Minnesota,United States,Closed Won,Johnson960 Inc,40309,18947,1637020800,Partner,11/16/2021,Opportunity for Bowman1081
Consulting,Virginia,United States,Closed Won,Hill331 Inc,75208,18518,1599955200,Customer,9/13/2020,Opportunity for Maxwell1082
Banking,Connecticut,,Closed Won,Fleming710 Inc,12251,18217,1573948800,Partner,11/17/2019,Opportunity for Soto1087
Agriculture,Delaware,United States,Needs Analysis,Allison992 Inc,15983,18955,1637712000,Partner,11/24/2021,Opportunity for Alvarez1088
Retail,Florida,United States,Closed Lost,Owens588 Inc,34193,19080,1648512000,Customer,3/29/2022,Opportunity for Chandler1451
Utilities,California,United States,Prospecting,Ingram644 Inc,5630,18836,1627430400,Partner,7/28/2021,Opportunity for Grant1452
Consulting,Texas,United States,Value Proposition,Fleming762 Inc,51322,19036,1644710400,Partner,2/13/2022,Opportunity for Bates1455
Manufacturing,Illinois,United States,Closed Lost,Harris13 Inc,82109,17938,1549843200,Partner,2/11/2019,Opportunity for Paul1460
Biotechnology,Michigan,United States,Value Proposition,Graham705 Inc,22621,18294,1580601600,Partner,2/2/2020,Opportunity for Cruz1461
Banking,Montana,United States,Prospecting,Myers581 Inc,58901,18034,1558137600,Partner,5/18/2019,Opportunity for Jacobs1464
Education,New York,United States,Needs Analysis,Bass271 Inc,24098,18001,1555286400,Partner,4/15/2019,Opportunity for Lee1827
Apparel,Florida,United States,Qualification,Gordon406 Inc,25831,19211,1659830400,Partner,8/7/2022,Opportunity for Cross1834
Finance,,United States,Closed Won,Wagner421 Inc,14719,18170,1569888000,Partner,10/1/2019,Opportunity for McGee1836
Electronics,Texas,United States,Qualification,Salazar150 Inc,8958,18933,1635811200,Partner,11/2/2021,Opportunity for Ramirez1837
Agriculture,,United States,Closed Won,Arnold813 Inc,88339,18794,1623801600,Partner,6/16/2021,Opportunity for Lawson1843
Consulting,California,United States,Value Proposition,Robertson5 Inc,78057,18493,1597795200,Partner,8/19/2020,Opportunity for Medina1844
Apparel,Georgia,United States,Closed Won,Martinez181 Inc,83742,18996,1641254400,Customer,1/4/2022,Opportunity for Gordon1846
Communications,Texas,United States,Closed Won,McCarthy602 Inc,94720,19089,1649289600,Partner,4/7/2022,Opportunity for Roberts1847
Insurance,California,United States,Closed Won,Walsh951 Inc,24263,18908,1633651200,Customer,10/8/2021,Opportunity for Chavez1849
Banking,Texas,United States,Closed Won,Graves33 Inc,80773,19265,1664496000,Customer,9/30/2022,Opportunity for Ramos1851
Transportation,Florida,United States,Prospecting,Bryant456 Inc,60286,18977,1639612800,Partner,12/16/2021,Opportunity for Adams708
Energy,Tennessee,,Value Proposition,Underwood142 Inc,5471,18926,1635206400,Customer,10/26/2021,Opportunity for Luna711
Engineering,California,,Prospecting,Joseph730 Inc,79421,18848,1628467200,Partner,8/9/2021,Opportunity for Morgan713
